UPI,Province,Sector,Cell,Parcel
2/25/03/04/0403,2,25,03,0403
2/25/03/04/0404,2,25,03,0404
2/25/03/04/0405,2,25,03,0405
2/25/03/04/0406,2,25,03,0406
2/25/03/05/0501,2,25,03,0501
2/25/03/05/0502,2,25,03,0502
2/25/03/05/0503,2,25,03,0503
2/25/03/05/0504,2,25,03,0504
2/25/03/06/0601,2,25,03,0601
2/25/03/06/0602,2,25,03,0602
2/25/03/06/0603,2,25,03,0603
2/25/03/06/0604,2,25,03,0604
2/25/03/06/0605,2,25,03,0605
2/25/04/01/0101,2,25,04,0101
2/25/04/01/0102,2,25,04,0102
2/25/04/01/0103,2,25,04,0103
2/25/04/01/0104,2,25,04,0104
2/25/04/02/0201,2,25,04,0201
2/25/04/02/0202,2,25,04,0202
2/25/04/02/0203,2,25,04,0203
2/25/04/02/0204,2,25,04,0204
2/25/04/02/0205,2,25,04,0205
2/25/04/03/0301,2,25,04,0301
2/25/04/03/0302,2,25,04,0302
2/25/04/03/0303,2,25,04,0303
2/25/04/03/0304,2,25,04,0304
2/25/04/03/0305,2,25,04,0305
2/25/04/04/0401,2,25,04,0401
2/25/04/04/0402,2,25,04,0402
2/25/04/04/0403,2,25,04,0403
2/25/04/04/0404,2,25,04,0404
2/25/04/04/0405,2,25,04,0405
2/25/04/04/0406,2,25,04,0406
2/25/04/05/0501,2,25,04,0501
2/25/04/05/0502,2,25,04,0502
2/25/04/05/0503,2,25,04,0503
2/25/04/05/0504,2,25,04,0504
2/25/04/05/0505,2,25,04,0505
2/25/05/01/0101,2,25,05,0101
2/25/05/01/0102,2,25,05,0102
2/25/05/01/0103,2,25,05,0103
2/25/05/01/0104,2,25,05,0104
2/25/05/01/0105,2,25,05,0105
2/25/05/01/0106,2,25,05,0106
2/25/05/01/0107,2,25,05,0107
2/25/05/01/0108,2,25,05,0108
2/25/05/01/0109,2,25,05,0109
2/25/05/01/0110,2,25,05,0110
2/25/05/02/0201,2,25,05,0201
2/25/05/02/0202,2,25,05,0202
2/25/05/02/0203,2,25,05,0203
2/25/05/02/0204,2,25,05,0204
2/25/05/03/0301,2,25,05,0301
2/25/05/03/0302,2,25,05,0302
2/25/05/03/0303,2,25,05,0303
2/25/05/03/0304,2,25,05,0304
2/25/05/03/0305,2,25,05,0305
2/25/05/03/0306,2,25,05,0306
2/25/05/03/0307,2,25,05,0307
2/25/05/03/0308,2,25,05,0308
2/25/05/04/0401,2,25,05,0401
2/25/05/04/0402,2,25,05,0402
2/25/05/04/0403,2,25,05,0403
2/25/05/04/0404,2,25,05,0404
2/25/05/04/0405,2,25,05,0405
2/25/05/04/0406,2,25,05,0406
2/25/05/04/0407,2,25,05,0407
2/25/05/04/0408,2,25,05,0408
2/25/05/05/0501,2,25,05,0501
2/25/05/05/0502,2,25,05,0502
2/25/05/05/0503,2,25,05,0503
2/25/05/05/0504,2,25,05,0504
2/25/05/05/0505,2,25,05,0505
2/25/05/05/0506,2,25,05,0506
2/25/06/01/0101,2,25,06,0101
2/25/06/01/0102,2,25,06,0102
2/25/06/01/0103,2,25,06,0103
2/25/06/02/0201,2,25,06,0201
2/25/06/02/0202,2,25,06,0202
2/25/06/02/0203,2,25,06,0203
2/25/06/02/0204,2,25,06,0204
2/25/06/03/0301,2,25,06,0301
2/25/06/03/0302,2,25,06,0302
2/25/06/03/0303,2,25,06,0303
2/25/06/04/0401,2,25,06,0401
2/25/06/04/0402,2,25,06,0402
2/25/06/04/0403,2,25,06,0403
2/25/06/05/0501,2,25,06,0501
2/25/06/05/0502,2,25,06,0502
2/25/06/05/0503,2,25,06,0503
2/25/06/05/0504,2,25,06,0504
2/25/06/06/0601,2,25,06,0601
2/25/06/06/0602,2,25,06,0602
2/25/06/06/0603,2,25,06,0603
2/25/06/06/0604,2,25,06,0604
2/25/07/01/0101,2,25,07,0101
2/25/07/01/0102,2,25,07,0102
2/25/07/01/0103,2,25,07,0103
2/25/07/01/0104,2,25,07,0104
2/25/07/01/0105,2,25,07,0105
2/25/07/01/0106,2,25,07,0106
2/25/07/02/0201,2,25,07,0201
2/25/07/02/0202,2,25,07,0202
2/25/07/02/0203,2,25,07,0203
2/25/07/02/0204,2,25,07,0204
2/25/07/02/0205,2,25,07,0205
2/25/07/03/0301,2,25,07,0301
2/25/07/03/0302,2,25,07,0302
2/25/07/03/0303,2,25,07,0303
2/25/07/03/0304,2,25,07,0304
2/25/07/03/0305,2,25,07,0305
2/25/07/04/0401,2,25,07,0401
2/25/07/04/0402,2,25,07,0402
2/25/07/04/0403,2,25,07,0403
2/25/07/04/0404,2,25,07,0404
2/25/07/04/0405,2,25,07,0405
2/25/07/05/0501,2,25,07,0501
2/25/07/05/0502,2,25,07,0502
2/25/07/05/0503,2,25,07,0503
2/25/07/05/0504,2,25,07,0504
2/25/07/05/0505,2,25,07,0505
2/25/07/05/0506,2,25,07,0506
2/25/07/06/0601,2,25,07,0601
2/25/07/06/0602,2,25,07,0602
2/25/07/06/0603,2,25,07,0603
2/25/07/06/0604,2,25,07,0604
2/25/07/06/0605,2,25,07,0605
2/25/07/06/0606,2,25,07,0606
2/25/08/01/0101,2,25,08,0101
2/25/08/01/0102,2,25,08,0102
2/25/08/01/0103,2,25,08,0103
2/25/08/01/0104,2,25,08,0104
2/25/08/01/0105,2,25,08,0105
2/25/08/02/0201,2,25,08,0201
2/25/08/02/0202,2,25,08,0202
2/25/08/02/0203,2,25,08,0203
2/25/08/02/0204,2,25,08,0204
2/25/08/02/0205,2,25,08,0205
2/25/08/02/0206,2,25,08,0206
2/25/08/03/0301,2,25,08,0301
2/25/08/03/0302,2,25,08,0302
2/25/08/03/0303,2,25,08,0303
2/25/08/03/0304,2,25,08,0304
2/25/08/03/0305,2,25,08,0305
2/25/08/03/0306,2,25,08,0306
2/25/08/04/0401,2,25,08,0401
2/25/08/04/0402,2,25,08,0402
2/25/08/04/0403,2,25,08,0403
2/25/08/04/0404,2,25,08,0404
2/25/08/04/0405,2,25,08,0405
2/25/08/04/0406,2,25,08,0406
2/25/09/01/0101,2,25,09,0101
2/25/09/01/0102,2,25,09,0102
2/25/09/01/0103,2,25,09,0103
2/25/09/01/0104,2,25,09,0104
2/25/09/01/0105,2,25,09,0105
2/25/09/01/0106,2,25,09,0106
2/25/09/02/0201,2,25,09,0201
2/25/09/02/0202,2,25,09,0202
2/25/09/02/0203,2,25,09,0203
2/25/09/02/0204,2,25,09,0204
2/25/09/02/0205,2,25,09,0205
2/25/09/02/0206,2,25,09,0206
2/25/09/02/0207,2,25,09,0207
2/25/09/03/0301,2,25,09,0301
2/25/09/03/0302,2,25,09,0302
2/25/09/03/0303,2,25,09,0303
2/25/09/03/0304,2,25,09,0304
2/25/09/03/0305,2,25,09,0305
2/25/09/04/0401,2,25,09,0401
2/25/09/04/0402,2,25,09,0402
2/25/09/04/0403,2,25,09,0403
2/25/09/04/0404,2,25,09,0404
2/25/09/04/0405,2,25,09,0405
2/25/09/04/0406,2,25,09,0406
2/25/09/05/0501,2,25,09,0501
2/25/09/05/0502,2,25,09,0502
2/25/09/05/0503,2,25,09,0503
2/25/09/05/0504,2,25,09,0504
2/25/09/05/0505,2,25,09,0505
2/25/09/05/0506,2,25,09,0506
2/25/10/01/0101,2,25,10,0101
2/25/10/01/0102,2,25,10,0102
2/25/10/01/0103,2,25,10,0103
2/25/10/01/0104,2,25,10,0104
2/25/10/02/0201,2,25,10,0201
2/25/10/02/0202,2,25,10,0202
2/25/10/02/0203,2,25,10,0203
2/25/10/02/0204,2,25,10,0204
2/25/10/02/0205,2,25,10,0205
2/25/10/03/0301,2,25,10,0301
2/25/10/03/0302,2,25,10,0302
2/25/10/03/0303,2,25,10,0303
2/25/10/03/0304,2,25,10,0304
2/25/10/03/0305,2,25,10,0305
2/25/10/04/0401,2,25,10,0401
2/25/10/04/0402,2,25,10,0402
2/25/10/04/0403,2,25,10,0403
2/25/10/04/0404,2,25,10,0404
2/25/10/04/0405,2,25,10,0405
2/25/10/04/0406,2,25,10,0406
2/25/11/01/0101,2,25,11,0101
2/25/11/01/0102,2,25,11,0102
2/25/11/01/0103,2,25,11,0103
2/25/11/01/0104,2,25,11,0104
2/25/11/01/0105,2,25,11,0105
2/25/11/02/0201,2,25,11,0201
2/25/11/02/0202,2,25,11,0202
2/25/11/02/0203,2,25,11,0203
2/25/11/02/0204,2,25,11,0204
2/25/11/02/0205,2,25,11,0205
2/25/11/02/0206,2,25,11,0206
2/25/11/03/0301,2,25,11,0301
2/25/11/03/0302,2,25,11,0302
2/25/11/03/0303,2,25,11,0303
2/25/11/03/0304,2,25,11,0304
2/25/11/03/0305,2,25,11,0305
2/25/11/03/0306,2,25,11,0306
2/25/11/04/0401,2,25,11,0401
2/25/11/04/0402,2,25,11,0402
2/25/11/04/0403,2,25,11,0403
2/25/11/04/0404,2,25,11,0404
2/25/11/04/0405,2,25,11,0405
2/25/11/05/0501,2,25,11,0501
2/25/11/05/0502,2,25,11,0502
2/25/11/05/0503,2,25,11,0503
2/25/11/05/0504,2,25,11,0504
2/25/11/05/0505,2,25,11,0505
2/25/11/06/0601,2,25,11,0601
2/25/11/06/0602,2,25,11,0602
2/25/11/06/0603,2,25,11,0603
2/25/11/06/0604,2,25,11,0604
2/25/11/06/0605,2,25,11,0605
2/25/12/01/0101,2,25,12,0101
2/25/12/01/0102,2,25,12,0102
2/25/12/01/0103,2,25,12,0103
2/25/12/01/0104,2,25,12,0104
2/25/12/01/0105,2,25,12,0105
2/25/12/02/0201,2,25,12,0201
2/25/12/02/0202,2,25,12,0202
2/25/12/02/0203,2,25,12,0203
2/25/12/02/0204,2,25,12,0204
2/25/12/02/0205,2,25,12,0205
2/25/12/02/0206,2,25,12,0206
2/25/12/03/0301,2,25,12,0301
2/25/12/03/0302,2,25,12,0302
2/25/12/03/0303,2,25,12,0303
2/25/12/03/0304,2,25,12,0304
2/25/12/03/0305,2,25,12,0305
2/25/12/03/0306,2,25,12,0306
2/25/12/03/0307,2,25,12,0307
2/25/12/04/0401,2,25,12,0401
2/25/12/04/0402,2,25,12,0402
2/25/12/04/0403,2,25,12,0403
2/25/12/04/0404,2,25,12,0404
2/25/12/04/0405,2,25,12,0405
2/25/13/01/0101,2,25,13,0101
2/25/13/01/0102,2,25,13,0102
2/25/13/01/0103,2,25,13,0103
2/25/13/01/0104,2,25,13,0104
2/25/13/01/0105,2,25,13,0105
2/25/13/01/0106,2,25,13,0106
2/25/13/02/0201,2,25,13,0201
2/25/13/02/0202,2,25,13,0202
2/25/13/02/0203,2,25,13,0203
2/25/13/02/0204,2,25,13,0204
2/25/13/02/0205,2,25,13,0205
2/25/13/02/0206,2,25,13,0206
2/25/13/02/0207,2,25,13,0207
2/25/13/02/0208,2,25,13,0208
2/25/13/03/0301,2,25,13,0301
2/25/13/03/0302,2,25,13,0302
2/25/13/03/0303,2,25,13,0303
2/25/13/03/0304,2,25,13,0304
2/25/13/03/0305,2,25,13,0305
2/25/13/03/0306,2,25,13,0306
2/25/13/04/0401,2,25,13,0401
2/25/13/04/0402,2,25,13,0402
2/25/13/04/0403,2,25,13,0403
2/25/13/04/0404,2,25,13,0404
2/25/13/04/0405,2,25,13,0405
2/25/13/04/0406,2,25,13,0406
2/25/13/04/0407,2,25,13,0407
2/25/13/05/0501,2,25,13,0501
2/25/13/05/0502,2,25,13,0502
2/25/13/05/0503,2,25,13,0503
2/25/13/05/0504,2,25,13,0504
2/25/13/05/0505,2,25,13,0505
2/25/13/06/0601,2,25,13,0601
2/25/13/06/0602,2,25,13,0602
2/25/13/06/0603,2,25,13,0603
2/25/13/06/0604,2,25,13,0604
2/25/13/06/0605,2,25,13,0605
2/25/13/06/0606,2,25,13,0606
2/25/14/01/0101,2,25,14,0101
2/25/14/01/0102,2,25,14,0102
2/25/14/01/0103,2,25,14,0103
2/25/14/01/0104,2,25,14,0104
2/25/14/01/0105,2,25,14,0105
2/25/14/01/0106,2,25,14,0106
2/25/14/01/0107,2,25,14,0107
2/25/14/01/0108,2,25,14,0108
2/25/14/01/0109,2,25,14,0109
2/25/14/01/0110,2,25,14,0110
2/25/14/02/0201,2,25,14,0201
2/25/14/02/0202,2,25,14,0202
2/25/14/02/0203,2,25,14,0203
2/25/14/02/0204,2,25,14,0204
2/25/14/02/0205,2,25,14,0205
2/25/14/02/0206,2,25,14,0206
2/25/14/02/0207,2,25,14,0207
2/25/14/02/0208,2,25,14,0208
2/25/14/03/0301,2,25,14,0301
2/25/14/03/0302,2,25,14,0302
2/25/14/03/0303,2,25,14,0303
2/25/14/03/0304,2,25,14,0304
2/25/14/03/0305,2,25,14,0305
2/25/14/03/0306,2,25,14,0306
2/25/14/03/0307,2,25,14,0307
2/25/15/01/0101,2,25,15,0101
2/25/15/01/0102,2,25,15,0102
2/25/15/01/0103,2,25,15,0103
2/25/15/01/0104,2,25,15,0104
2/25/15/01/0105,2,25,15,0105
2/25/15/02/0201,2,25,15,0201
2/25/15/02/0202,2,25,15,0202
2/25/15/02/0203,2,25,15,0203
2/25/15/02/0204,2,25,15,0204
2/25/15/02/0205,2,25,15,0205
2/25/15/02/0206,2,25,15,0206
2/25/15/02/0207,2,25,15,0207
2/25/15/03/0301,2,25,15,0301
2/25/15/03/0302,2,25,15,0302
2/25/15/03/0303,2,25,15,0303
2/25/15/03/0304,2,25,15,0304
2/25/15/03/0305,2,25,15,0305
2/25/15/03/0306,2,25,15,0306
2/25/15/04/0401,2,25,15,0401
2/25/15/04/0402,2,25,15,0402
2/25/15/04/0403,2,25,15,0403
2/25/15/04/0404,2,25,15,0404
2/25/15/04/0405,2,25,15,0405
2/25/15/05/0501,2,25,15,0501
2/25/15/05/0502,2,25,15,0502
2/25/15/05/0503,2,25,15,0503
2/25/15/05/0504,2,25,15,0504
2/25/16/01/0103,2,25,16,0103
2/25/16/01/0104,2,25,16,0104
2/25/16/01/0105,2,25,16,0105
2/25/16/01/0106,2,25,16,0106
2/25/16/01/0107,2,25,16,0107
2/25/16/02/0201,2,25,16,0201
2/25/16/02/0202,2,25,16,0202
2/25/16/02/0203,2,25,16,0203
2/25/16/02/0204,2,25,16,0204
2/25/16/02/0205,2,25,16,0205
2/25/16/02/0206,2,25,16,0206
2/25/16/02/0207,2,25,16,0207
2/25/16/03/0301,2,25,16,0301
2/25/16/03/0302,2,25,16,0302
2/25/16/03/0303,2,25,16,0303
2/25/16/03/0304,2,25,16,0304
2/25/16/03/0305,2,25,16,0305
2/25/16/04/0401,2,25,16,0401
2/25/16/04/0402,2,25,16,0402
2/25/16/04/0403,2,25,16,0403
2/25/16/04/0404,2,25,16,0404
2/25/16/04/0405,2,25,16,0405
2/25/16/05/0501,2,25,16,0501
2/25/16/05/0502,2,25,16,0502
2/25/16/05/0503,2,25,16,0503
2/25/16/05/0504,2,25,16,0504
2/25/16/05/0505,2,25,16,0505
2/25/16/05/0506,2,25,16,0506
2/25/16/05/0507,2,25,16,0507
2/25/16/05/0508,2,25,16,0508
2/25/16/05/0509,2,25,16,0509
2/25/16/05/0510,2,25,16,0510
2/25/16/06/0601,2,25,16,0601
2/25/16/06/0602,2,25,16,0602
2/25/16/06/0603,2,25,16,0603
2/25/16/06/0604,2,25,16,0604
2/25/16/06/0605,2,25,16,0605
2/25/16/06/0606,2,25,16,0606
2/25/16/06/0607,2,25,16,0607
2/25/17/01/0101,2,25,17,0101
2/25/17/01/0102,2,25,17,0102
2/25/17/01/0103,2,25,17,0103
2/25/17/01/0104,2,25,17,0104
2/25/17/02/0201,2,25,17,0201
2/25/17/02/0202,2,25,17,0202
2/25/17/02/0203,2,25,17,0203
2/25/17/02/0204,2,25,17,0204
2/25/17/02/0205,2,25,17,0205
2/25/17/02/0206,2,25,17,0206
2/25/17/02/0207,2,25,17,0207
2/25/17/03/0301,2,25,17,0301
2/25/17/03/0302,2,25,17,0302
2/25/17/03/0303,2,25,17,0303
2/25/17/03/0304,2,25,17,0304
2/25/17/03/0305,2,25,17,0305
2/25/17/03/0306,2,25,17,0306
2/25/17/03/0307,2,25,17,0307
2/25/17/04/0401,2,25,17,0401
2/25/17/04/0402,2,25,17,0402
2/25/17/04/0403,2,25,17,0403
2/25/17/04/0404,2,25,17,0404
2/25/17/04/0405,2,25,17,0405
2/25/17/05/0501,2,25,17,0501
2/25/17/05/0502,2,25,17,0502
2/25/17/05/0503,2,25,17,0503
2/25/17/05/0504,2,25,17,0504
2/25/17/05/0505,2,25,17,0505
2/25/17/05/0506,2,25,17,0506
2/25/17/06/0601,2,25,17,0601
2/25/17/06/0602,2,25,17,0602
2/25/17/06/0603,2,25,17,0603
2/25/17/06/0604,2,25,17,0604
2/25/17/06/0605,2,25,17,0605
2/25/17/06/0606,2,25,17,0606
2/26/01/01/0101,2,26,01,0101
2/26/01/01/0102,2,26,01,0102
2/26/01/01/0103,2,26,01,0103
2/26/01/01/0104,2,26,01,0104
2/26/01/01/0105,2,26,01,0105
2/26/01/01/0106,2,26,01,0106
2/26/01/01/0107,2,26,01,0107
2/26/01/01/0108,2,26,01,0108
2/26/01/01/0109,2,26,01,0109
2/26/01/01/0110,2,26,01,0110
2/26/01/01/0111,2,26,01,0111
2/26/01/02/0201,2,26,01,0201
2/26/01/02/0202,2,26,01,0202
2/26/01/02/0203,2,26,01,0203
2/26/01/02/0204,2,26,01,0204
2/26/01/02/0205,2,26,01,0205
2/26/01/03/0301,2,26,01,0301
2/26/01/03/0302,2,26,01,0302
2/26/01/03/0303,2,26,01,0303
2/26/01/03/0304,2,26,01,0304
2/26/01/03/0305,2,26,01,0305
2/26/01/03/0306,2,26,01,0306
2/26/01/03/0307,2,26,01,0307
2/26/01/03/0308,2,26,01,0308
2/26/01/03/0309,2,26,01,0309
2/26/01/03/0310,2,26,01,0310
2/26/01/03/0311,2,26,01,0311
2/26/01/03/0312,2,26,01,0312
2/26/01/04/0401,2,26,01,0401
2/26/01/04/0402,2,26,01,0402
2/26/01/04/0403,2,26,01,0403
2/26/01/04/0404,2,26,01,0404
2/26/01/04/0405,2,26,01,0405
2/26/01/04/0406,2,26,01,0406
2/26/01/04/0407,2,26,01,0407
2/26/01/04/0408,2,26,01,0408
2/26/01/05/0506,2,26,01,0506
2/26/01/05/0507,2,26,01,0507
2/26/01/05/0508,2,26,01,0508
2/26/01/05/0509,2,26,01,0509
2/26/01/05/0510,2,26,01,0510
2/26/01/05/0511,2,26,01,0511
2/26/01/05/0512,2,26,01,0512
2/26/02/01/0101,2,26,02,0101
2/26/02/01/0102,2,26,02,0102
2/26/02/01/0103,2,26,02,0103
2/26/02/01/0104,2,26,02,0104
2/26/02/01/0105,2,26,02,0105
2/26/02/01/0106,2,26,02,0106
2/26/02/01/0107,2,26,02,0107
2/26/02/01/0108,2,26,02,0108
2/26/02/01/0109,2,26,02,0109
2/26/02/01/0110,2,26,02,0110
2/26/02/01/0111,2,26,02,0111
2/26/02/01/0112,2,26,02,0112
2/26/02/02/0201,2,26,02,0201
2/26/02/02/0202,2,26,02,0202
2/26/02/02/0203,2,26,02,0203
2/26/02/02/0204,2,26,02,0204
2/26/02/02/0205,2,26,02,0205
2/26/02/02/0206,2,26,02,0206
2/26/02/02/0207,2,26,02,0207
2/26/02/02/0208,2,26,02,0208
2/26/02/03/0301,2,26,02,0301
2/26/02/03/0302,2,26,02,0302
2/26/02/03/0303,2,26,02,0303
2/26/02/04/0407,2,26,02,0407
2/26/02/04/0408,2,26,02,0408
2/26/02/04/0409,2,26,02,0409
2/26/02/05/0501,2,26,02,0501
2/26/02/05/0502,2,26,02,0502
2/26/02/05/0503,2,26,02,0503
2/26/02/05/0504,2,26,02,0504
2/26/02/05/0505,2,26,02,0505
2/26/02/05/0506,2,26,02,0506
2/26/02/05/0507,2,26,02,0507
2/26/02/05/0508,2,26,02,0508
2/26/02/05/0509,2,26,02,0509
2/26/02/05/0510,2,26,02,0510
2/26/02/06/0601,2,26,02,0601
2/26/02/06/0602,2,26,02,0602
2/26/02/06/0603,2,26,02,0603
2/26/02/06/0604,2,26,02,0604
2/26/02/06/0605,2,26,02,0605
2/26/02/06/0606,2,26,02,0606
2/26/02/06/0607,2,26,02,0607
2/26/02/06/0608,2,26,02,0608
2/26/02/06/0609,2,26,02,0609
2/26/02/06/0610,2,26,02,0610
2/26/02/07/0701,2,26,02,0701
2/26/02/07/0702,2,26,02,0702
2/26/02/07/0703,2,26,02,0703
2/26/02/07/0704,2,26,02,0704
2/26/02/07/0705,2,26,02,0705
2/26/02/07/0706,2,26,02,0706
2/26/02/07/0707,2,26,02,0707
2/26/03/01/0101,2,26,03,0101
2/26/03/01/0102,2,26,03,0102
2/26/03/01/0103,2,26,03,0103
2/26/03/01/0104,2,26,03,0104
2/26/03/01/0105,2,26,03,0105
2/26/03/01/0106,2,26,03,0106
2/26/03/01/0107,2,26,03,0107
2/26/03/02/0201,2,26,03,0201
2/26/03/02/0202,2,26,03,0202
2/26/03/02/0203,2,26,03,0203
2/26/03/02/0204,2,26,03,0204
2/26/03/02/0205,2,26,03,0205
2/26/03/02/0206,2,26,03,0206
2/26/03/02/0207,2,26,03,0207
2/26/03/03/0301,2,26,03,0301
2/26/03/03/0302,2,26,03,0302
2/26/03/03/0303,2,26,03,0303
2/26/03/03/0304,2,26,03,0304
2/26/03/03/0305,2,26,03,0305
2/26/03/03/0306,2,26,03,0306
2/26/03/03/0307,2,26,03,0307
2/26/03/03/0308,2,26,03,0308
2/26/03/03/0309,2,26,03,0309
2/26/03/04/0401,2,26,03,0401
2/26/03/04/0402,2,26,03,0402
2/26/03/04/0403,2,26,03,0403
2/26/03/04/0404,2,26,03,0404
2/26/03/04/0405,2,26,03,0405
2/26/03/04/0406,2,26,03,0406
2/26/03/04/0407,2,26,03,0407
2/26/03/05/0501,2,26,03,0501
2/26/03/05/0502,2,26,03,0502
2/26/03/05/0503,2,26,03,0503
2/26/03/05/0504,2,26,03,0504
2/26/03/05/0505,2,26,03,0505
2/26/03/05/0506,2,26,03,0506
2/26/03/06/0601,2,26,03,0601
2/26/03/06/0602,2,26,03,0602
2/26/03/06/0603,2,26,03,0603
2/26/03/06/0604,2,26,03,0604
2/26/03/06/0605,2,26,03,0605
2/26/03/06/0606,2,26,03,0606
2/26/03/06/0607,2,26,03,0607
2/26/03/06/0608,2,26,03,0608
2/26/03/06/0609,2,26,03,0609
2/26/03/06/0610,2,26,03,0610
2/26/03/06/0611,2,26,03,0611
2/26/04/01/0101,2,26,04,0101
2/26/04/01/0102,2,26,04,0102
2/26/04/01/0103,2,26,04,0103
2/26/04/01/0104,2,26,04,0104
2/26/04/01/0105,2,26,04,0105
2/26/04/01/0106,2,26,04,0106
2/26/04/02/0201,2,26,04,0201
2/26/04/02/0202,2,26,04,0202
2/26/04/02/0203,2,26,04,0203
2/26/04/02/0204,2,26,04,0204
2/26/04/02/0205,2,26,04,0205
2/26/04/02/0206,2,26,04,0206
2/26/04/02/0207,2,26,04,0207
2/26/04/02/0208,2,26,04,0208
2/26/04/02/0209,2,26,04,0209
2/26/04/02/0210,2,26,04,0210
2/26/04/02/0211,2,26,04,0211
2/26/04/03/0301,2,26,04,0301
2/26/04/03/0302,2,26,04,0302
2/26/04/03/0303,2,26,04,0303
2/26/04/03/0304,2,26,04,0304
2/26/04/03/0305,2,26,04,0305
2/26/04/03/0306,2,26,04,0306
2/26/04/03/0307,2,26,04,0307
2/26/04/03/0308,2,26,04,0308
2/26/04/03/0309,2,26,04,0309
2/26/04/03/0310,2,26,04,0310
2/26/04/03/0311,2,26,04,0311
2/26/04/03/0312,2,26,04,0312
2/26/04/03/0313,2,26,04,0313
2/26/04/03/0314,2,26,04,0314
2/26/04/03/0315,2,26,04,0315
2/26/04/04/0401,2,26,04,0401
2/26/04/04/0402,2,26,04,0402
2/26/04/04/0403,2,26,04,0403
2/26/04/04/0404,2,26,04,0404
2/26/04/04/0405,2,26,04,0405
2/26/04/04/0406,2,26,04,0406
2/26/04/04/0407,2,26,04,0407
2/26/04/04/0408,2,26,04,0408
2/26/04/05/0501,2,26,04,0501
2/26/04/05/0502,2,26,04,0502
2/26/04/05/0503,2,26,04,0503
2/26/04/05/0504,2,26,04,0504
2/26/04/05/0505,2,26,04,0505
2/26/04/05/0506,2,26,04,0506
2/26/04/05/0507,2,26,04,0507
2/26/04/05/0508,2,26,04,0508
2/26/04/05/0509,2,26,04,0509
2/26/04/05/0510,2,26,04,0510
2/26/05/01/0101,2,26,05,0101
2/26/05/01/0102,2,26,05,0102
2/26/05/01/0103,2,26,05,0103
2/26/05/01/0104,2,26,05,0104
2/26/05/01/0105,2,26,05,0105
2/26/05/01/0106,2,26,05,0106
2/26/05/02/0201,2,26,05,0201
2/26/05/02/0202,2,26,05,0202
2/26/05/02/0203,2,26,05,0203
2/26/05/02/0204,2,26,05,0204
2/26/05/02/0205,2,26,05,0205
2/26/05/02/0206,2,26,05,0206
2/26/05/02/0207,2,26,05,0207
2/26/05/02/0208,2,26,05,0208
2/26/05/02/0209,2,26,05,0209
2/26/05/03/0301,2,26,05,0301
2/26/05/03/0302,2,26,05,0302
2/26/05/03/0303,2,26,05,0303
2/26/05/03/0304,2,26,05,0304
2/26/05/03/0305,2,26,05,0305
2/26/05/03/0306,2,26,05,0306
2/26/05/03/0307,2,26,05,0307
2/26/05/04/0401,2,26,05,0401
2/26/05/04/0402,2,26,05,0402
2/26/05/04/0403,2,26,05,0403
2/26/05/04/0404,2,26,05,0404
2/26/05/04/0405,2,26,05,0405
2/26/05/04/0406,2,26,05,0406
2/26/05/05/0501,2,26,05,0501
2/26/05/05/0502,2,26,05,0502
2/26/05/05/0503,2,26,05,0503
2/26/05/05/0504,2,26,05,0504
2/26/05/05/0505,2,26,05,0505
2/26/05/05/0506,2,26,05,0506
2/26/05/06/0601,2,26,05,0601
2/26/05/06/0602,2,26,05,0602
2/26/05/06/0603,2,26,05,0603
2/26/05/06/0604,2,26,05,0604
2/26/05/06/0605,2,26,05,0605
2/26/05/06/0606,2,26,05,0606
2/26/06/01/0101,2,26,06,0101
2/26/06/01/0102,2,26,06,0102
2/26/06/01/0103,2,26,06,0103
2/26/06/01/0104,2,26,06,0104
2/26/06/01/0105,2,26,06,0105
2/26/06/02/0201,2,26,06,0201
2/26/06/02/0202,2,26,06,0202
2/26/06/02/0203,2,26,06,0203
2/26/06/02/0204,2,26,06,0204
2/26/06/02/0205,2,26,06,0205
2/26/06/02/0206,2,26,06,0206
2/26/06/02/0207,2,26,06,0207
2/26/06/02/0208,2,26,06,0208
2/26/06/03/0301,2,26,06,0301
2/26/06/03/0302,2,26,06,0302
2/26/06/03/0303,2,26,06,0303
2/26/06/03/0304,2,26,06,0304
2/26/06/03/0305,2,26,06,0305
2/26/06/03/0306,2,26,06,0306
2/26/06/03/0307,2,26,06,0307
2/26/06/03/0308,2,26,06,0308
2/26/06/03/0309,2,26,06,0309
2/26/06/03/0310,2,26,06,0310
2/26/06/04/0401,2,26,06,0401
2/26/06/04/0402,2,26,06,0402
2/26/06/04/0403,2,26,06,0403
2/26/06/04/0404,2,26,06,0404
2/26/06/04/0405,2,26,06,0405
2/26/06/04/0406,2,26,06,0406
2/26/06/04/0407,2,26,06,0407
2/26/06/04/0408,2,26,06,0408
2/26/06/04/0409,2,26,06,0409
2/26/06/04/0410,2,26,06,0410
2/26/06/05/0501,2,26,06,0501
2/26/06/05/0502,2,26,06,0502
2/26/06/05/0503,2,26,06,0503
2/26/06/05/0504,2,26,06,0504
2/26/06/05/0505,2,26,06,0505
2/26/06/05/0506,2,26,06,0506
2/26/06/05/0507,2,26,06,0507
2/26/06/05/0508,2,26,06,0508
2/26/06/06/0601,2,26,06,0601
2/26/06/06/0602,2,26,06,0602
2/26/06/06/0603,2,26,06,0603
2/26/06/06/0604,2,26,06,0604
2/26/06/06/0605,2,26,06,0605
